362504	1696	0	290907	290906
362508	1413	0	222055	222055
362688	745	0	804768	804768
362690	745	0	106966	106965
362694	745	0	227219	227218
362696	75	0	5322186	5322184
362697	75	0	5067977	5067975
362699	75	0	2525145	2525142
362703	75	0	3978608	3978608
362717	1243	3	449211	449211
362718	1243	3	117017	117016
362721	1243	3	75854	75854
362805	994	0	529407	529406
362807	745	0	547491	547491
362808	745	0	672363	672362
362809	300	0	1040958	1040957
362812	300	0	1148143	1148139
362847	994	0	662781	662781
362848	994	0	665230	665230
362849	994	0	157068	157068
362851	994	0	415242	415242
362853	745	0	695399	695399
362854	745	0	105830	105830
362855	745	0	66354	66354
362857	745	0	599270	599269
362858	300	0	498231	498230
362949	1243	3	682782	682782
362950	994	0	731057	731057
362951	994	0	148595	148594
362953	994	0	600297	600297
362954	745	0	485264	485264
363082	994	0	478634	478633
363083	994	0	90699	201460
363085	994	0	586160	586160
363088	745	0	705369	705369
363089	745	0	320686	320686
363090	745	0	353696	353695
363092	300	0	608738	608737
363192	994	0	641418	641417
363203	745	0	687747	687747
363208	745	0	125904	125903
363211	745	0	626645	626645
363212	745	0	337339	337338
363216	994	0	733103	733103
363217	745	0	635253	635253
363219	745	0	479060	479060
363221	745	0	586359	586358
363223	745	0	714776	714776
363225	745	0	230236	230235
363227	745	0	653246	653246
363228	745	0	597473	597472
